week,week_start,market,sku,true_demand,observed_shipments,on_hand_start,was_censored,lost_units
134,2026-03-23,ID,PAD-REG,2172,2172,2461,0,0
135,2026-03-30,ID,PAD-REG,1542,1542,2628,0,0
136,2026-04-06,ID,PAD-REG,3593,3228,3228,1,365
137,2026-04-13,ID,PAD-REG,2143,2143,2326,0,0
138,2026-04-20,ID,PAD-REG,1986,1986,2454,0,0
139,2026-04-27,ID,PAD-REG,1973,1973,2693,0,0
140,2026-05-04,ID,PAD-REG,2302,2302,3053,0,0
141,2026-05-11,ID,PAD-REG,2394,2394,2852,0,0
142,2026-05-18,ID,PAD-REG,2579,2579,2621,0,0
143,2026-05-25,ID,PAD-REG,2392,2354,2354,1,38
144,2026-06-01,ID,PAD-REG,1955,1955,2408,0,0
145,2026-06-08,ID,PAD-REG,2174,2174,2773,0,0
146,2026-06-15,ID,PAD-REG,1798,1798,2865,0,0
147,2026-06-22,ID,PAD-REG,2286,2286,3137,0,0
148,2026-06-29,ID,PAD-REG,2205,2205,2904,0,0
149,2026-07-06,ID,PAD-REG,1989,1989,2815,0,0
150,2026-07-13,ID,PAD-REG,2120,2120,2895,0,0
151,2026-07-20,ID,PAD-REG,2101,2101,2925,0,0
152,2026-07-27,ID,PAD-REG,2028,2028,2928,0,0
153,2026-08-03,ID,PAD-REG,2521,2521,2960,0,0
154,2026-08-10,ID,PAD-REG,2986,2631,2631,1,355
155,2026-08-17,ID,PAD-REG,2461,2320,2320,1,141
0,2023-08-28,SG,PAD-NGT,247,247,1794,0,0
1,2023-09-04,SG,PAD-NGT,256,256,1809,0,0
2,2023-09-11,SG,PAD-NGT,451,451,1845,0,0
3,2023-09-18,SG,PAD-NGT,390,390,1715,0,0
4,2023-09-25,SG,PAD-NGT,333,333,1661,0,0
5,2023-10-02,SG,PAD-NGT,397,397,1686,0,0
6,2023-10-09,SG,PAD-NGT,500,500,1682,0,0
7,2023-10-16,SG,PAD-NGT,479,479,1587,0,0
8,2023-10-23,SG,PAD-NGT,483,483,1535,0,0
9,2023-10-30,SG,PAD-NGT,556,556,1517,0,0
10,2023-11-06,SG,PAD-NGT,587,587,1465,0,0
11,2023-11-13,SG,PAD-NGT,848,848,1404,0,0
12,2023-11-20,SG,PAD-NGT,655,655,1175,0,0
13,2023-11-27,SG,PAD-NGT,509,509,1181,0,0
14,2023-12-04,SG,PAD-NGT,536,536,1322,0,0
15,2023-12-11,SG,PAD-NGT,914,914,1423,0,0
16,2023-12-18,SG,PAD-NGT,683,683,1163,0,0
17,2023-12-25,SG,PAD-NGT,733,733,1140,0,0
18,2024-01-01,SG,PAD-NGT,443,443,1124,0,0
19,2024-01-08,SG,PAD-NGT,596,596,1374,0,0
20,2024-01-15,SG,PAD-NGT,504,504,1392,0,0
21,2024-01-22,SG,PAD-NGT,645,645,1457,0,0
22,2024-01-29,SG,PAD-NGT,793,793,1359,0,0
23,2024-02-05,SG,PAD-NGT,853,853,1200,0,0
24,2024-02-12,SG,PAD-NGT,482,482,1046,0,0
25,2024-02-19,SG,PAD-NGT,504,504,1257,0,0
26,2024-02-26,SG,PAD-NGT,532,532,1411,0,0
27,2024-03-04,SG,PAD-NGT,556,556,1472,0,0
28,2024-03-11,SG,PAD-NGT,792,792,1434,0,0
29,2024-03-18,SG,PAD-NGT,690,690,1238,0,0
30,2024-03-25,SG,PAD-NGT,582,582,1191,0,0
31,2024-04-01,SG,PAD-NGT,520,520,1264,0,0
32,2024-04-08,SG,PAD-NGT,505,505,1390,0,0
33,2024-04-15,SG,PAD-NGT,665,665,1459,0,0
34,2024-04-22,SG,PAD-NGT,653,653,1362,0,0
35,2024-04-29,SG,PAD-NGT,491,491,1295,0,0
36,2024-05-06,SG,PAD-NGT,533,533,1382,0,0
37,2024-05-13,SG,PAD-NGT,579,579,1435,0,0
38,2024-05-20,SG,PAD-NGT,439,439,1420,0,0
39,2024-05-27,SG,PAD-NGT,469,469,1491,0,0
40,2024-06-03,SG,PAD-NGT,572,572,1527,0,0
41,2024-06-10,SG,PAD-NGT,458,458,1470,0,0
42,2024-06-17,SG,PAD-NGT,471,471,1497,0,0
43,2024-06-24,SG,PAD-NGT,421,421,1518,0,0
44,2024-07-01,SG,PAD-NGT,453,453,1578,0,0
45,2024-07-08,SG,PAD-NGT,533,533,1575,0,0
46,2024-07-15,SG,PAD-NGT,452,452,1512,0,0
47,2024-07-22,SG,PAD-NGT,428,428,1525,0,0
48,2024-07-29,SG,PAD-NGT,468,468,1563,0,0
49,2024-08-05,SG,PAD-NGT,606,606,1565,0,0
50,2024-08-12,SG,PAD-NGT,522,522,1448,0,0
51,2024-08-19,SG,PAD-NGT,485,485,1432,0,0
52,2024-08-26,SG,PAD-NGT,532,532,1467,0,0
53,2024-09-02,SG,PAD-NGT,555,555,1471,0,0
54,2024-09-09,SG,PAD-NGT,782,782,1440,0,0
55,2024-09-16,SG,PAD-NGT,578,578,1246,0,0
56,2024-09-23,SG,PAD-NGT,568,568,1280,0,0
57,2024-09-30,SG,PAD-NGT,544,544,1333,0,0
58,2024-10-07,SG,PAD-NGT,821,821,1407,0,0
59,2024-10-14,SG,PAD-NGT,808,808,1214,0,0
60,2024-10-21,SG,PAD-NGT,646,646,1091,0,0
61,2024-10-28,SG,PAD-NGT,554,554,1150,0,0
62,2024-11-04,SG,PAD-NGT,480,480,1303,0,0
63,2024-11-11,SG,PAD-NGT,989,989,1445,0,0
64,2024-11-18,SG,PAD-NGT,569,569,1123,0,0
65,2024-11-25,SG,PAD-NGT,634,634,1202,0,0
66,2024-12-02,SG,PAD-NGT,602,602,1236,0,0
67,2024-12-09,SG,PAD-NGT,1029,1029,1333,0,0
68,2024-12-16,SG,PAD-NGT,778,778,1012,0,0
69,2024-12-23,SG,PAD-NGT,781,781,995,0,0
70,2024-12-30,SG,PAD-NGT,752,752,1011,0,0
71,2025-01-06,SG,PAD-NGT,511,511,1094,0,0
72,2025-01-13,SG,PAD-NGT,506,506,1289,0,0
73,2025-01-20,SG,PAD-NGT,634,634,1420,0,0
74,2025-01-27,SG,PAD-NGT,719,719,1387,0,0
75,2025-02-03,SG,PAD-NGT,841,841,1261,0,0
76,2025-02-10,SG,PAD-NGT,810,810,1095,0,0
77,2025-02-17,SG,PAD-NGT,512,512,1036,0,0
78,2025-02-24,SG,PAD-NGT,533,533,1244,0,0
79,2025-03-03,SG,PAD-NGT,522,522,1385,0,0
80,2025-03-10,SG,PAD-NGT,534,534,1457,0,0
81,2025-03-17,SG,PAD-NGT,572,572,1449,0,0
82,2025-03-24,SG,PAD-NGT,624,624,1417,0,0
83,2025-03-31,SG,PAD-NGT,659,659,1356,0,0
84,2025-04-07,SG,PAD-NGT,506,506,1294,0,0
85,2025-04-14,SG,PAD-NGT,700,700,1378,0,0
86,2025-04-21,SG,PAD-NGT,651,651,1301,0,0
87,2025-04-28,SG,PAD-NGT,604,604,1279,0,0
88,2025-05-05,SG,PAD-NGT,558,558,1290,0,0
89,2025-05-12,SG,PAD-NGT,399,399,1360,0,0
90,2025-05-19,SG,PAD-NGT,475,475,1514,0,0
91,2025-05-26,SG,PAD-NGT,779,779,1548,0,0
92,2025-06-02,SG,PAD-NGT,494,494,1322,0,0
93,2025-06-09,SG,PAD-NGT,643,643,1365,0,0
94,2025-06-16,SG,PAD-NGT,530,530,1319,0,0
95,2025-06-23,SG,PAD-NGT,541,541,1401,0,0
96,2025-06-30,SG,PAD-NGT,460,460,1412,0,0
97,2025-07-07,SG,PAD-NGT,465,465,1495,0,0
98,2025-07-14,SG,PAD-NGT,488,488,1529,0,0
99,2025-07-21,SG,PAD-NGT,493,493,1530,0,0
100,2025-07-28,SG,PAD-NGT,863,863,1513,0,0
101,2025-08-04,SG,PAD-NGT,560,560,1228,0,0
102,2025-08-11,SG,PAD-NGT,557,557,1269,0,0
103,2025-08-18,SG,PAD-NGT,610,610,1330,0,0
104,2025-08-25,SG,PAD-NGT,472,472,1367,0,0
105,2025-09-01,SG,PAD-NGT,575,575,1445,0,0
106,2025-09-08,SG,PAD-NGT,970,970,1424,0,0
107,2025-09-15,SG,PAD-NGT,678,678,1110,0,0
108,2025-09-22,SG,PAD-NGT,570,570,1106,0,0
109,2025-09-29,SG,PAD-NGT,614,614,1234,0,0
110,2025-10-06,SG,PAD-NGT,666,666,1328,0,0
111,2025-10-13,SG,PAD-NGT,776,776,1294,0,0
112,2025-10-20,SG,PAD-NGT,643,643,1175,0,0
113,2025-10-27,SG,PAD-NGT,579,579,1207,0,0
114,2025-11-03,SG,PAD-NGT,599,599,1294,0,0
115,2025-11-10,SG,PAD-NGT,913,913,1344,0,0
116,2025-11-17,SG,PAD-NGT,683,683,1114,0,0
117,2025-11-24,SG,PAD-NGT,564,564,1125,0,0
118,2025-12-01,SG,PAD-NGT,716,716,1251,0,0
119,2025-12-08,SG,PAD-NGT,1173,1173,1254,0,0
120,2025-12-15,SG,PAD-NGT,893,865,865,1,28
121,2025-12-22,SG,PAD-NGT,860,829,829,1,31
122,2025-12-29,SG,PAD-NGT,707,707,896,0,0
123,2026-01-05,SG,PAD-NGT,819,819,1082,0,0
124,2026-01-12,SG,PAD-NGT,842,842,1068,0,0
125,2026-01-19,SG,PAD-NGT,918,918,1026,0,0
126,2026-01-26,SG,PAD-NGT,909,909,929,0,0
127,2026-02-02,SG,PAD-NGT,811,811,892,0,0
128,2026-02-09,SG,PAD-NGT,641,641,951,0,0
129,2026-02-16,SG,PAD-NGT,704,704,1130,0,0
130,2026-02-23,SG,PAD-NGT,685,685,1192,0,0
131,2026-03-02,SG,PAD-NGT,577,577,1217,0,0
132,2026-03-09,SG,PAD-NGT,717,717,1292,0,0
133,2026-03-16,SG,PAD-NGT,645,645,1246,0,0
134,2026-03-23,SG,PAD-NGT,552,552,1257,0,0
135,2026-03-30,SG,PAD-NGT,678,678,1328,0,0
136,2026-04-06,SG,PAD-NGT,592,592,1298,0,0
137,2026-04-13,SG,PAD-NGT,649,649,1322,0,0
138,2026-04-20,SG,PAD-NGT,555,555,1291,0,0
139,2026-04-27,SG,PAD-NGT,608,608,1355,0,0
140,2026-05-04,SG,PAD-NGT,475,475,1348,0,0
141,2026-05-11,SG,PAD-NGT,598,598,1444,0,0
142,2026-05-18,SG,PAD-NGT,473,473,1405,0,0
143,2026-05-25,SG,PAD-NGT,576,576,1471,0,0
144,2026-06-01,SG,PAD-NGT,404,404,1425,0,0
145,2026-06-08,SG,PAD-NGT,556,556,1534,0,0
146,2026-06-15,SG,PAD-NGT,604,604,1480,0,0
147,2026-06-22,SG,PAD-NGT,588,588,1411,0,0
148,2026-06-29,SG,PAD-NGT,633,633,1361,0,0
149,2026-07-06,SG,PAD-NGT,493,493,1324,0,0
150,2026-07-13,SG,PAD-NGT,659,659,1410,0,0
151,2026-07-20,SG,PAD-NGT,665,665,1344,0,0
152,2026-07-27,SG,PAD-NGT,492,492,1292,0,0
153,2026-08-03,SG,PAD-NGT,522,522,1377,0,0
154,2026-08-10,SG,PAD-NGT,541,541,1440,0,0
155,2026-08-17,SG,PAD-NGT,583,583,1454,0,0
0,2023-08-28,MY,PAD-NGT,164,164,1311,0,0
1,2023-09-04,MY,PAD-NGT,133,133,1339,0,0
2,2023-09-11,MY,PAD-NGT,316,316,1419,0,0
3,2023-09-18,MY,PAD-NGT,222,222,1339,0,0
4,2023-09-25,MY,PAD-NGT,224,224,1325,0,0
5,2023-10-02,MY,PAD-NGT,307,307,1325,0,0
6,2023-10-09,MY,PAD-NGT,356,356,1285,0,0
7,2023-10-16,MY,PAD-NGT,371,371,1207,0,0
8,2023-10-23,MY,PAD-NGT,376,376,1150,0,0
9,2023-10-30,MY,PAD-NGT,450,450,1127,0,0
10,2023-11-06,MY,PAD-NGT,666,666,1065,0,0
11,2023-11-13,MY,PAD-NGT,580,580,865,0,0
12,2023-11-20,MY,PAD-NGT,394,394,803,0,0
13,2023-11-27,MY,PAD-NGT,346,346,931,0,0
14,2023-12-04,MY,PAD-NGT,399,399,1082,0,0
15,2023-12-11,MY,PAD-NGT,737,737,1112,0,0
16,2023-12-18,MY,PAD-NGT,469,469,844,0,0
17,2023-12-25,MY,PAD-NGT,578,578,863,0,0
18,2024-01-01,MY,PAD-NGT,445,445,831,0,0
19,2024-01-08,MY,PAD-NGT,443,443,943,0,0
20,2024-01-15,MY,PAD-NGT,453,453,984,0,0
21,2024-01-22,MY,PAD-NGT,507,507,1011,0,0
22,2024-01-29,MY,PAD-NGT,797,797,966,0,0
23,2024-02-05,MY,PAD-NGT,518,518,719,0,0
24,2024-02-12,MY,PAD-NGT,316,316,769,0,0
25,2024-02-19,MY,PAD-NGT,341,341,988,0,0
26,2024-02-26,MY,PAD-NGT,457,457,1140,0,0
27,2024-03-04,MY,PAD-NGT,398,398,1091,0,0
28,2024-03-11,MY,PAD-NGT,471,471,1071,0,0
29,2024-03-18,MY,PAD-NGT,395,395,1017,0,0
30,2024-03-25,MY,PAD-NGT,438,438,1052,0,0
31,2024-04-01,MY,PAD-NGT,782,782,1039,0,0
32,2024-04-08,MY,PAD-NGT,720,720,779,0,0
33,2024-04-15,MY,PAD-NGT,372,372,643,0,0
34,2024-04-22,MY,PAD-NGT,458,458,849,0,0
35,2024-04-29,MY,PAD-NGT,385,385,974,0,0
36,2024-05-06,MY,PAD-NGT,369,369,1072,0,0
37,2024-05-13,MY,PAD-NGT,430,430,1099,0,0
38,2024-05-20,MY,PAD-NGT,305,305,1080,0,0
39,2024-05-27,MY,PAD-NGT,399,399,1147,0,0
40,2024-06-03,MY,PAD-NGT,328,328,1124,0,0
41,2024-06-10,MY,PAD-NGT,340,340,1161,0,0
42,2024-06-17,MY,PAD-NGT,344,344,1164,0,0
43,2024-06-24,MY,PAD-NGT,378,378,1173,0,0
44,2024-07-01,MY,PAD-NGT,377,377,1143,0,0
45,2024-07-08,MY,PAD-NGT,386,386,1125,0,0
46,2024-07-15,MY,PAD-NGT,384,384,1111,0,0
47,2024-07-22,MY,PAD-NGT,581,581,1108,0,0
48,2024-07-29,MY,PAD-NGT,452,452,959,0,0
49,2024-08-05,MY,PAD-NGT,414,414,958,0,0
50,2024-08-12,MY,PAD-NGT,420,420,1001,0,0
51,2024-08-19,MY,PAD-NGT,376,376,1048,0,0
52,2024-08-26,MY,PAD-NGT,349,349,1088,0,0
53,2024-09-02,MY,PAD-NGT,429,429,1128,0,0
54,2024-09-09,MY,PAD-NGT,500,500,1093,0,0
55,2024-09-16,MY,PAD-NGT,453,453,1006,0,0
56,2024-09-23,MY,PAD-NGT,334,334,986,0,0
57,2024-09-30,MY,PAD-NGT,552,552,1081,0,0
58,2024-10-07,MY,PAD-NGT,534,534,989,0,0
59,2024-10-14,MY,PAD-NGT,439,439,923,0,0
60,2024-10-21,MY,PAD-NGT,492,492,949,0,0
61,2024-10-28,MY,PAD-NGT,380,380,961,0,0
62,2024-11-04,MY,PAD-NGT,426,426,1042,0,0
63,2024-11-11,MY,PAD-NGT,591,591,1051,0,0
64,2024-11-18,MY,PAD-NGT,390,390,932,0,0
65,2024-11-25,MY,PAD-NGT,367,367,989,0,0
66,2024-12-02,MY,PAD-NGT,477,477,1065,0,0
67,2024-12-09,MY,PAD-NGT,730,730,1044,0,0
68,2024-12-16,MY,PAD-NGT,515,515,805,0,0
69,2024-12-23,MY,PAD-NGT,612,612,813,0,0
70,2024-12-30,MY,PAD-NGT,621,621,784,0,0
71,2025-01-06,MY,PAD-NGT,480,480,783,0,0
72,2025-01-13,MY,PAD-NGT,469,469,860,0,0
73,2025-01-20,MY,PAD-NGT,465,465,936,0,0
74,2025-01-27,MY,PAD-NGT,591,591,980,0,0
75,2025-02-03,MY,PAD-NGT,710,710,890,0,0
76,2025-02-10,MY,PAD-NGT,729,729,739,0,0
77,2025-02-17,MY,PAD-NGT,523,523,634,0,0
78,2025-02-24,MY,PAD-NGT,525,525,749,0,0
79,2025-03-03,MY,PAD-NGT,879,846,846,1,33
80,2025-03-10,MY,PAD-NGT,786,655,655,1,131
81,2025-03-17,MY,PAD-NGT,473,473,638,0,0
82,2025-03-24,MY,PAD-NGT,451,451,789,0,0
83,2025-03-31,MY,PAD-NGT,515,515,945,0,0
84,2025-04-07,MY,PAD-NGT,500,500,953,0,0
85,2025-04-14,MY,PAD-NGT,370,370,938,0,0
86,2025-04-21,MY,PAD-NGT,427,427,1027,0,0
87,2025-04-28,MY,PAD-NGT,464,464,1053,0,0
88,2025-05-05,MY,PAD-NGT,405,405,1029,0,0
89,2025-05-12,MY,PAD-NGT,461,461,1041,0,0
90,2025-05-19,MY,PAD-NGT,436,436,1019,0,0
91,2025-05-26,MY,PAD-NGT,543,543,1024,0,0
92,2025-06-02,MY,PAD-NGT,413,413,943,0,0
93,2025-06-09,MY,PAD-NGT,428,428,993,0,0
94,2025-06-16,MY,PAD-NGT,438,438,1020,0,0
95,2025-06-23,MY,PAD-NGT,346,346,1037,0,0
96,2025-06-30,MY,PAD-NGT,372,372,1098,0,0
97,2025-07-07,MY,PAD-NGT,368,368,1122,0,0
98,2025-07-14,MY,PAD-NGT,495,495,1135,0,0
99,2025-07-21,MY,PAD-NGT,434,434,1035,0,0
100,2025-07-28,MY,PAD-NGT,440,440,1018,0,0
101,2025-08-04,MY,PAD-NGT,435,435,1012,0,0
102,2025-08-11,MY,PAD-NGT,406,406,1028,0,0
103,2025-08-18,MY,PAD-NGT,400,400,1051,0,0
104,2025-08-25,MY,PAD-NGT,482,482,1071,0,0
105,2025-09-01,MY,PAD-NGT,428,428,1020,0,0
106,2025-09-08,MY,PAD-NGT,649,649,1021,0,0
107,2025-09-15,MY,PAD-NGT,469,469,862,0,0
108,2025-09-22,MY,PAD-NGT,470,470,900,0,0
109,2025-09-29,MY,PAD-NGT,461,461,934,0,0
110,2025-10-06,MY,PAD-NGT,632,632,985,0,0
111,2025-10-13,MY,PAD-NGT,810,810,861,0,0
112,2025-10-20,MY,PAD-NGT,575,575,644,0,0
113,2025-10-27,MY,PAD-NGT,627,627,689,0,0
114,2025-11-03,MY,PAD-NGT,440,440,723,0,0
115,2025-11-10,MY,PAD-NGT,640,640,896,0,0
116,2025-11-17,MY,PAD-NGT,555,555,826,0,0
117,2025-11-24,MY,PAD-NGT,468,468,837,0,0
118,2025-12-01,MY,PAD-NGT,487,487,895,0,0
119,2025-12-08,MY,PAD-NGT,746,746,945,0,0
120,2025-12-15,MY,PAD-NGT,435,435,763,0,0
121,2025-12-22,MY,PAD-NGT,639,639,862,0,0
122,2025-12-29,MY,PAD-NGT,594,594,800,0,0
123,2026-01-05,MY,PAD-NGT,529,529,809,0,0
124,2026-01-12,MY,PAD-NGT,620,620,830,0,0
125,2026-01-19,MY,PAD-NGT,819,805,805,1,14
126,2026-01-26,MY,PAD-NGT,999,637,637,1,362
127,2026-02-02,MY,PAD-NGT,1253,648,648,1,605
128,2026-02-09,MY,PAD-NGT,1705,677,677,1,1028
129,2026-02-16,MY,PAD-NGT,494,494,692,0,0
130,2026-02-23,MY,PAD-NGT,541,541,812,0,0
131,2026-03-02,MY,PAD-NGT,499,499,861,0,0
132,2026-03-09,MY,PAD-NGT,504,504,915,0,0
133,2026-03-16,MY,PAD-NGT,457,457,920,0,0
134,2026-03-23,MY,PAD-NGT,457,457,964,0,0
135,2026-03-30,MY,PAD-NGT,523,523,986,0,0
136,2026-04-06,MY,PAD-NGT,533,533,948,0,0
137,2026-04-13,MY,PAD-NGT,512,512,908,0,0
138,2026-04-20,MY,PAD-NGT,447,447,902,0,0
139,2026-04-27,MY,PAD-NGT,495,495,959,0,0
140,2026-05-04,MY,PAD-NGT,454,454,960,0,0
141,2026-05-11,MY,PAD-NGT,519,519,983,0,0
142,2026-05-18,MY,PAD-NGT,465,465,943,0,0
143,2026-05-25,MY,PAD-NGT,478,478,961,0,0
144,2026-06-01,MY,PAD-NGT,521,521,962,0,0
145,2026-06-08,MY,PAD-NGT,439,439,937,0,0
146,2026-06-15,MY,PAD-NGT,508,508,974,0,0
147,2026-06-22,MY,PAD-NGT,437,437,952,0,0
148,2026-06-29,MY,PAD-NGT,488,488,992,0,0
149,2026-07-06,MY,PAD-NGT,441,441,972,0,0
150,2026-07-13,MY,PAD-NGT,479,479,999,0,0
151,2026-07-20,MY,PAD-NGT,541,541,981,0,0
152,2026-07-27,MY,PAD-NGT,436,436,928,0,0
153,2026-08-03,MY,PAD-NGT,442,442,966,0,0
154,2026-08-10,MY,PAD-NGT,462,462,998,0,0
155,2026-08-17,MY,PAD-NGT,500,500,1007,0,0
0,2023-08-28,ID,PAD-NGT,388,388,2415,0,0
1,2023-09-04,ID,PAD-NGT,317,317,2381,0,0
2,2023-09-11,ID,PAD-NGT,491,491,2459,0,0
3,2023-09-18,ID,PAD-NGT,525,525,2403,0,0
4,2023-09-25,ID,PAD-NGT,474,474,2308,0,0
5,2023-10-02,ID,PAD-NGT,486,486,2286,0,0
6,2023-10-09,ID,PAD-NGT,692,692,2294,0,0
7,2023-10-16,ID,PAD-NGT,550,550,2146,0,0
8,2023-10-23,ID,PAD-NGT,615,615,2147,0,0
9,2023-10-30,ID,PAD-NGT,569,569,2118,0,0
10,2023-11-06,ID,PAD-NGT,1042,1042,2155,0,0
11,2023-11-13,ID,PAD-NGT,1085,1085,1807,0,0
12,2023-11-20,ID,PAD-NGT,881,881,1550,0,0
13,2023-11-27,ID,PAD-NGT,887,887,1563,0,0
14,2023-12-04,ID,PAD-NGT,726,726,1650,0,0
15,2023-12-11,ID,PAD-NGT,1443,1443,1819,0,0
16,2023-12-18,ID,PAD-NGT,918,918,1360,0,0
17,2023-12-25,ID,PAD-NGT,994,994,1435,0,0
18,2024-01-01,ID,PAD-NGT,671,671,1462,0,0
19,2024-01-08,ID,PAD-NGT,818,818,1797,0,0
20,2024-01-15,ID,PAD-NGT,995,995,1829,0,0
21,2024-01-22,ID,PAD-NGT,818,818,1704,0,0
22,2024-01-29,ID,PAD-NGT,846,846,1711,0,0
23,2024-02-05,ID,PAD-NGT,824,824,1735,0,0
24,2024-02-12,ID,PAD-NGT,713,713,1781,0,0
25,2024-02-19,ID,PAD-NGT,903,903,1869,0,0
26,2024-02-26,ID,PAD-NGT,837,837,1787,0,0
27,2024-03-04,ID,PAD-NGT,822,822,1769,0,0
28,2024-03-11,ID,PAD-NGT,996,996,1766,0,0
29,2024-03-18,ID,PAD-NGT,994,994,1660,0,0
30,2024-03-25,ID,PAD-NGT,719,719,1578,0,0
31,2024-04-01,ID,PAD-NGT,1470,1470,1742,0,0
32,2024-04-08,ID,PAD-NGT,1295,1295,1316,0,0
33,2024-04-15,ID,PAD-NGT,783,783,1141,0,0
34,2024-04-22,ID,PAD-NGT,703,703,1425,0,0
35,2024-04-29,ID,PAD-NGT,685,685,1784,0,0
36,2024-05-06,ID,PAD-NGT,830,830,1966,0,0
37,2024-05-13,ID,PAD-NGT,746,746,1886,0,0
38,2024-05-20,ID,PAD-NGT,720,720,1881,0,0
39,2024-05-27,ID,PAD-NGT,716,716,1906,0,0
40,2024-06-03,ID,PAD-NGT,744,744,1943,0,0
41,2024-06-10,ID,PAD-NGT,734,734,1931,0,0
42,2024-06-17,ID,PAD-NGT,544,544,1925,0,0
43,2024-06-24,ID,PAD-NGT,666,666,2066,0,0
44,2024-07-01,ID,PAD-NGT,719,719,2072,0,0
45,2024-07-08,ID,PAD-NGT,803,803,2019,0,0
46,2024-07-15,ID,PAD-NGT,858,858,1899,0,0
47,2024-07-22,ID,PAD-NGT,675,675,1802,0,0
48,2024-07-29,ID,PAD-NGT,1224,1224,1891,0,0
49,2024-08-05,ID,PAD-NGT,775,775,1557,0,0
50,2024-08-12,ID,PAD-NGT,818,818,1665,0,0
51,2024-08-19,ID,PAD-NGT,740,740,1720,0,0
52,2024-08-26,ID,PAD-NGT,744,744,1869,0,0
53,2024-09-02,ID,PAD-NGT,936,936,1894,0,0
54,2024-09-09,ID,PAD-NGT,1067,1067,1768,0,0
55,2024-09-16,ID,PAD-NGT,825,825,1573,0,0
56,2024-09-23,ID,PAD-NGT,955,955,1641,0,0
57,2024-09-30,ID,PAD-NGT,1023,1023,1631,0,0
58,2024-10-07,ID,PAD-NGT,1214,1214,1576,0,0
59,2024-10-14,ID,PAD-NGT,870,870,1366,0,0
60,2024-10-21,ID,PAD-NGT,900,900,1512,0,0
61,2024-10-28,ID,PAD-NGT,1096,1096,1613,0,0
62,2024-11-04,ID,PAD-NGT,1177,1177,1537,0,0
63,2024-11-11,ID,PAD-NGT,1139,1139,1371,0,0
64,2024-11-18,ID,PAD-NGT,988,988,1310,0,0
65,2024-11-25,ID,PAD-NGT,1050,1050,1422,0,0
66,2024-12-02,ID,PAD-NGT,1090,1090,1461,0,0
67,2024-12-09,ID,PAD-NGT,1520,1437,1437,1,83
68,2024-12-16,ID,PAD-NGT,1204,1142,1142,1,62
69,2024-12-23,ID,PAD-NGT,1023,1023,1179,0,0
70,2024-12-30,ID,PAD-NGT,787,787,1329,0,0
71,2025-01-06,ID,PAD-NGT,846,846,1640,0,0
72,2025-01-13,ID,PAD-NGT,1021,1021,1743,0,0
73,2025-01-20,ID,PAD-NGT,1083,1083,1641,0,0
74,2025-01-27,ID,PAD-NGT,751,751,1493,0,0
75,2025-02-03,ID,PAD-NGT,799,799,1667,0,0
76,2025-02-10,ID,PAD-NGT,1137,1137,1781,0,0
77,2025-02-17,ID,PAD-NGT,717,717,1587,0,0
78,2025-02-24,ID,PAD-NGT,1198,1198,1721,0,0
79,2025-03-03,ID,PAD-NGT,1936,1486,1486,1,450
80,2025-03-10,ID,PAD-NGT,1167,1134,1134,1,33
81,2025-03-17,ID,PAD-NGT,1043,1043,1134,0,0
82,2025-03-24,ID,PAD-NGT,935,935,1306,0,0
83,2025-03-31,ID,PAD-NGT,1093,1093,1521,0,0
84,2025-04-07,ID,PAD-NGT,968,968,1479,0,0
85,2025-04-14,ID,PAD-NGT,907,907,1521,0,0
86,2025-04-21,ID,PAD-NGT,935,935,1589,0,0
87,2025-04-28,ID,PAD-NGT,1232,1232,1630,0,0
88,2025-05-05,ID,PAD-NGT,928,928,1409,0,0
89,2025-05-12,ID,PAD-NGT,908,908,1481,0,0
90,2025-05-19,ID,PAD-NGT,758,758,1574,0,0
91,2025-05-26,ID,PAD-NGT,942,942,1772,0,0
92,2025-06-02,ID,PAD-NGT,1191,1191,1714,0,0
93,2025-06-09,ID,PAD-NGT,1069,1069,1473,0,0
94,2025-06-16,ID,PAD-NGT,889,889,1394,0,0
95,2025-06-23,ID,PAD-NGT,883,883,1528,0,0
96,2025-06-30,ID,PAD-NGT,833,833,1653,0,0
97,2025-07-07,ID,PAD-NGT,969,969,1738,0,0
98,2025-07-14,ID,PAD-NGT,1175,1175,1663,0,0
99,2025-07-21,ID,PAD-NGT,841,841,1453,0,0
100,2025-07-28,ID,PAD-NGT,1079,1079,1566,0,0
101,2025-08-04,ID,PAD-NGT,1108,1108,1503,0,0
102,2025-08-11,ID,PAD-NGT,893,893,1446,0,0
103,2025-08-18,ID,PAD-NGT,845,845,1533,0,0
104,2025-08-25,ID,PAD-NGT,1083,1083,1670,0,0
105,2025-09-01,ID,PAD-NGT,890,890,1569,0,0
106,2025-09-08,ID,PAD-NGT,1584,1584,1607,0,0
107,2025-09-15,ID,PAD-NGT,994,994,1123,0,0
108,2025-09-22,ID,PAD-NGT,1880,1267,1267,1,613
109,2025-09-29,ID,PAD-NGT,894,894,1184,0,0
110,2025-10-06,ID,PAD-NGT,1749,1474,1474,1,275
111,2025-10-13,ID,PAD-NGT,1465,1158,1158,1,307
112,2025-10-20,ID,PAD-NGT,1142,1142,1198,0,0
113,2025-10-27,ID,PAD-NGT,1040,1040,1223,0,0
114,2025-11-03,ID,PAD-NGT,1418,1386,1386,1,32
115,2025-11-10,ID,PAD-NGT,1629,1182,1182,1,447
