week,market,sku,on_promo,discount_depth
62,ID,PAD-LIN,0,0.0
62,ID,DIA-NB,0,0.0
63,SG,PAD-REG,1,0.15
63,SG,PAD-NGT,1,0.2
63,SG,PAD-LIN,1,0.15
63,SG,DIA-NB,1,0.15
63,MY,PAD-REG,1,0.2
63,MY,PAD-NGT,1,0.3
63,MY,PAD-LIN,1,0.15
63,MY,DIA-NB,1,0.1
63,ID,PAD-REG,1,0.1
63,ID,PAD-NGT,1,0.1
63,ID,PAD-LIN,1,0.1
63,ID,DIA-NB,1,0.3
64,SG,PAD-REG,0,0.0
64,SG,PAD-NGT,0,0.0
64,SG,PAD-LIN,0,0.0
64,SG,DIA-NB,0,0.0
64,MY,PAD-REG,0,0.0
64,MY,PAD-NGT,0,0.0
64,MY,PAD-LIN,0,0.0
64,MY,DIA-NB,0,0.0
64,ID,PAD-REG,0,0.0
64,ID,PAD-NGT,0,0.0
64,ID,PAD-LIN,0,0.0
64,ID,DIA-NB,0,0.0
65,SG,PAD-REG,0,0.0
65,SG,PAD-NGT,0,0.0
65,SG,PAD-LIN,0,0.0
65,SG,DIA-NB,0,0.0
65,MY,PAD-REG,0,0.0
65,MY,PAD-NGT,0,0.0
65,MY,PAD-LIN,0,0.0
65,MY,DIA-NB,0,0.0
65,ID,PAD-REG,0,0.0
65,ID,PAD-NGT,0,0.0
65,ID,PAD-LIN,0,0.0
65,ID,DIA-NB,0,0.0
66,SG,PAD-REG,1,0.1
66,SG,PAD-NGT,0,0.0
66,SG,PAD-LIN,0,0.0
66,SG,DIA-NB,0,0.0
66,MY,PAD-REG,1,0.15
66,MY,PAD-NGT,0,0.0
66,MY,PAD-LIN,0,0.0
66,MY,DIA-NB,0,0.0
66,ID,PAD-REG,0,0.0
66,ID,PAD-NGT,0,0.0
66,ID,PAD-LIN,0,0.0
66,ID,DIA-NB,0,0.0
67,SG,PAD-REG,1,0.3
67,SG,PAD-NGT,1,0.15
67,SG,PAD-LIN,1,0.2
67,SG,DIA-NB,1,0.1
67,MY,PAD-REG,1,0.2
67,MY,PAD-NGT,1,0.15
67,MY,PAD-LIN,1,0.2
67,MY,DIA-NB,1,0.3
67,ID,PAD-REG,1,0.2
67,ID,PAD-NGT,1,0.2
67,ID,PAD-LIN,1,0.2
67,ID,DIA-NB,1,0.15
68,SG,PAD-REG,0,0.0
68,SG,PAD-NGT,0,0.0
68,SG,PAD-LIN,0,0.0
68,SG,DIA-NB,0,0.0
68,MY,PAD-REG,0,0.0
68,MY,PAD-NGT,0,0.0
68,MY,PAD-LIN,0,0.0
68,MY,DIA-NB,0,0.0
68,ID,PAD-REG,0,0.0
68,ID,PAD-NGT,0,0.0
68,ID,PAD-LIN,0,0.0
68,ID,DIA-NB,0,0.0
69,SG,PAD-REG,0,0.0
69,SG,PAD-NGT,0,0.0
69,SG,PAD-LIN,0,0.0
69,SG,DIA-NB,1,0.15
69,MY,PAD-REG,0,0.0
69,MY,PAD-NGT,0,0.0
69,MY,PAD-LIN,0,0.0
69,MY,DIA-NB,0,0.0
69,ID,PAD-REG,0,0.0
69,ID,PAD-NGT,0,0.0
69,ID,PAD-LIN,0,0.0
69,ID,DIA-NB,0,0.0
70,SG,PAD-REG,0,0.0
70,SG,PAD-NGT,0,0.0
70,SG,PAD-LIN,0,0.0
70,SG,DIA-NB,0,0.0
70,MY,PAD-REG,0,0.0
70,MY,PAD-NGT,0,0.0
70,MY,PAD-LIN,0,0.0
70,MY,DIA-NB,0,0.0
70,ID,PAD-REG,0,0.0
70,ID,PAD-NGT,0,0.0
70,ID,PAD-LIN,0,0.0
70,ID,DIA-NB,0,0.0
71,SG,PAD-REG,0,0.0
71,SG,PAD-NGT,0,0.0
71,SG,PAD-LIN,0,0.0
71,SG,DIA-NB,0,0.0
71,MY,PAD-REG,0,0.0
71,MY,PAD-NGT,0,0.0
71,MY,PAD-LIN,0,0.0
71,MY,DIA-NB,0,0.0
71,ID,PAD-REG,0,0.0
71,ID,PAD-NGT,0,0.0
71,ID,PAD-LIN,0,0.0
71,ID,DIA-NB,0,0.0
72,SG,PAD-REG,0,0.0
72,SG,PAD-NGT,0,0.0
72,SG,PAD-LIN,1,0.3
72,SG,DIA-NB,0,0.0
72,MY,PAD-REG,0,0.0
72,MY,PAD-NGT,0,0.0
72,MY,PAD-LIN,0,0.0
72,MY,DIA-NB,0,0.0
72,ID,PAD-REG,1,0.3
72,ID,PAD-NGT,0,0.0
72,ID,PAD-LIN,0,0.0
72,ID,DIA-NB,0,0.0
73,SG,PAD-REG,0,0.0
73,SG,PAD-NGT,0,0.0
73,SG,PAD-LIN,1,0.2
73,SG,DIA-NB,0,0.0
73,MY,PAD-REG,0,0.0
73,MY,PAD-NGT,0,0.0
73,MY,PAD-LIN,0,0.0
73,MY,DIA-NB,0,0.0
73,ID,PAD-REG,0,0.0
73,ID,PAD-NGT,0,0.0
73,ID,PAD-LIN,0,0.0
73,ID,DIA-NB,0,0.0
74,SG,PAD-REG,0,0.0
74,SG,PAD-NGT,0,0.0
74,SG,PAD-LIN,0,0.0
74,SG,DIA-NB,0,0.0
74,MY,PAD-REG,0,0.0
74,MY,PAD-NGT,0,0.0
74,MY,PAD-LIN,0,0.0
74,MY,DIA-NB,0,0.0
74,ID,PAD-REG,0,0.0
74,ID,PAD-NGT,0,0.0
74,ID,PAD-LIN,0,0.0
74,ID,DIA-NB,0,0.0
75,SG,PAD-REG,0,0.0
75,SG,PAD-NGT,0,0.0
75,SG,PAD-LIN,0,0.0
75,SG,DIA-NB,0,0.0
75,MY,PAD-REG,0,0.0
75,MY,PAD-NGT,0,0.0
75,MY,PAD-LIN,0,0.0
75,MY,DIA-NB,0,0.0
75,ID,PAD-REG,1,0.2
75,ID,PAD-NGT,0,0.0
75,ID,PAD-LIN,0,0.0
75,ID,DIA-NB,0,0.0
76,SG,PAD-REG,0,0.0
76,SG,PAD-NGT,0,0.0
76,SG,PAD-LIN,1,0.2
76,SG,DIA-NB,0,0.0
76,MY,PAD-REG,0,0.0
76,MY,PAD-NGT,0,0.0
76,MY,PAD-LIN,0,0.0
76,MY,DIA-NB,0,0.0
76,ID,PAD-REG,0,0.0
76,ID,PAD-NGT,0,0.0
76,ID,PAD-LIN,0,0.0
76,ID,DIA-NB,0,0.0
77,SG,PAD-REG,1,0.1
77,SG,PAD-NGT,0,0.0
77,SG,PAD-LIN,0,0.0
77,SG,DIA-NB,1,0.1
77,MY,PAD-REG,0,0.0
77,MY,PAD-NGT,0,0.0
77,MY,PAD-LIN,0,0.0
77,MY,DIA-NB,0,0.0
77,ID,PAD-REG,0,0.0
77,ID,PAD-NGT,0,0.0
77,ID,PAD-LIN,0,0.0
77,ID,DIA-NB,0,0.0
78,SG,PAD-REG,0,0.0
78,SG,PAD-NGT,0,0.0
78,SG,PAD-LIN,0,0.0
78,SG,DIA-NB,0,0.0
78,MY,PAD-REG,0,0.0
78,MY,PAD-NGT,0,0.0
78,MY,PAD-LIN,0,0.0
78,MY,DIA-NB,0,0.0
78,ID,PAD-REG,0,0.0
78,ID,PAD-NGT,0,0.0
78,ID,PAD-LIN,0,0.0
78,ID,DIA-NB,0,0.0
79,SG,PAD-REG,0,0.0
79,SG,PAD-NGT,0,0.0
79,SG,PAD-LIN,0,0.0
79,SG,DIA-NB,0,0.0
79,MY,PAD-REG,0,0.0
79,MY,PAD-NGT,0,0.0
79,MY,PAD-LIN,0,0.0
79,MY,DIA-NB,0,0.0
79,ID,PAD-REG,0,0.0
79,ID,PAD-NGT,0,0.0
79,ID,PAD-LIN,0,0.0
79,ID,DIA-NB,1,0.2
80,SG,PAD-REG,0,0.0
80,SG,PAD-NGT,0,0.0
80,SG,PAD-LIN,0,0.0
80,SG,DIA-NB,0,0.0
80,MY,PAD-REG,0,0.0
80,MY,PAD-NGT,0,0.0
80,MY,PAD-LIN,0,0.0
80,MY,DIA-NB,1,0.15
80,ID,PAD-REG,0,0.0
80,ID,PAD-NGT,0,0.0
80,ID,PAD-LIN,0,0.0
80,ID,DIA-NB,0,0.0
81,SG,PAD-REG,0,0.0
81,SG,PAD-NGT,0,0.0
81,SG,PAD-LIN,0,0.0
81,SG,DIA-NB,0,0.0
81,MY,PAD-REG,0,0.0
81,MY,PAD-NGT,0,0.0
81,MY,PAD-LIN,0,0.0
81,MY,DIA-NB,0,0.0
81,ID,PAD-REG,0,0.0
81,ID,PAD-NGT,0,0.0
81,ID,PAD-LIN,0,0.0
81,ID,DIA-NB,0,0.0
82,SG,PAD-REG,0,0.0
82,SG,PAD-NGT,0,0.0
82,SG,PAD-LIN,0,0.0
82,SG,DIA-NB,0,0.0
82,MY,PAD-REG,0,0.0
82,MY,PAD-NGT,0,0.0
82,MY,PAD-LIN,0,0.0
82,MY,DIA-NB,0,0.0
82,ID,PAD-REG,0,0.0
82,ID,PAD-NGT,0,0.0
82,ID,PAD-LIN,0,0.0
82,ID,DIA-NB,0,0.0
83,SG,PAD-REG,0,0.0
83,SG,PAD-NGT,0,0.0
83,SG,PAD-LIN,0,0.0
83,SG,DIA-NB,0,0.0
83,MY,PAD-REG,0,0.0
83,MY,PAD-NGT,0,0.0
83,MY,PAD-LIN,0,0.0
83,MY,DIA-NB,0,0.0
83,ID,PAD-REG,0,0.0
83,ID,PAD-NGT,0,0.0
83,ID,PAD-LIN,0,0.0
83,ID,DIA-NB,0,0.0
84,SG,PAD-REG,0,0.0
84,SG,PAD-NGT,0,0.0
84,SG,PAD-LIN,0,0.0
84,SG,DIA-NB,0,0.0
84,MY,PAD-REG,0,0.0
84,MY,PAD-NGT,0,0.0
84,MY,PAD-LIN,0,0.0
84,MY,DIA-NB,0,0.0
84,ID,PAD-REG,0,0.0
84,ID,PAD-NGT,0,0.0
84,ID,PAD-LIN,0,0.0
84,ID,DIA-NB,0,0.0
85,SG,PAD-REG,0,0.0
85,SG,PAD-NGT,1,0.15
85,SG,PAD-LIN,0,0.0
85,SG,DIA-NB,0,0.0
85,MY,PAD-REG,0,0.0
85,MY,PAD-NGT,0,0.0
85,MY,PAD-LIN,0,0.0
85,MY,DIA-NB,1,0.3
85,ID,PAD-REG,0,0.0
85,ID,PAD-NGT,0,0.0
85,ID,PAD-LIN,0,0.0
85,ID,DIA-NB,0,0.0
86,SG,PAD-REG,0,0.0
86,SG,PAD-NGT,0,0.0
86,SG,PAD-LIN,0,0.0
86,SG,DIA-NB,0,0.0
86,MY,PAD-REG,0,0.0
86,MY,PAD-NGT,0,0.0
86,MY,PAD-LIN,0,0.0
86,MY,DIA-NB,0,0.0
86,ID,PAD-REG,0,0.0
86,ID,PAD-NGT,0,0.0
86,ID,PAD-LIN,0,0.0
86,ID,DIA-NB,0,0.0
87,SG,PAD-REG,0,0.0
87,SG,PAD-NGT,0,0.0
87,SG,PAD-LIN,0,0.0
87,SG,DIA-NB,0,0.0
87,MY,PAD-REG,0,0.0
87,MY,PAD-NGT,0,0.0
87,MY,PAD-LIN,0,0.0
87,MY,DIA-NB,0,0.0
87,ID,PAD-REG,0,0.0
87,ID,PAD-NGT,1,0.1
87,ID,PAD-LIN,0,0.0
87,ID,DIA-NB,0,0.0
88,SG,PAD-REG,0,0.0
88,SG,PAD-NGT,0,0.0
88,SG,PAD-LIN,0,0.0
88,SG,DIA-NB,0,0.0
88,MY,PAD-REG,0,0.0
88,MY,PAD-NGT,0,0.0
88,MY,PAD-LIN,0,0.0
88,MY,DIA-NB,0,0.0
88,ID,PAD-REG,0,0.0
88,ID,PAD-NGT,0,0.0
88,ID,PAD-LIN,0,0.0
88,ID,DIA-NB,0,0.0
89,SG,PAD-REG,0,0.0
89,SG,PAD-NGT,0,0.0
89,SG,PAD-LIN,0,0.0
89,SG,DIA-NB,0,0.0
89,MY,PAD-REG,0,0.0
89,MY,PAD-NGT,0,0.0
89,MY,PAD-LIN,0,0.0
89,MY,DIA-NB,0,0.0
89,ID,PAD-REG,0,0.0
89,ID,PAD-NGT,0,0.0
89,ID,PAD-LIN,0,0.0
89,ID,DIA-NB,0,0.0
90,SG,PAD-REG,0,0.0
90,SG,PAD-NGT,0,0.0
90,SG,PAD-LIN,0,0.0
90,SG,DIA-NB,0,0.0
90,MY,PAD-REG,0,0.0
90,MY,PAD-NGT,0,0.0
90,MY,PAD-LIN,0,0.0
90,MY,DIA-NB,0,0.0
90,ID,PAD-REG,0,0.0
90,ID,PAD-NGT,0,0.0
90,ID,PAD-LIN,0,0.0
90,ID,DIA-NB,1,0.2
91,SG,PAD-REG,0,0.0
91,SG,PAD-NGT,1,0.2
91,SG,PAD-LIN,0,0.0
91,SG,DIA-NB,0,0.0
91,MY,PAD-REG,1,0.1
91,MY,PAD-NGT,1,0.1
91,MY,PAD-LIN,0,0.0
91,MY,DIA-NB,0,0.0
91,ID,PAD-REG,0,0.0
91,ID,PAD-NGT,0,0.0
91,ID,PAD-LIN,0,0.0
91,ID,DIA-NB,0,0.0
92,SG,PAD-REG,1,0.3
92,SG,PAD-NGT,0,0.0
92,SG,PAD-LIN,1,0.15
92,SG,DIA-NB,0,0.0
92,MY,PAD-REG,0,0.0
92,MY,PAD-NGT,0,0.0
92,MY,PAD-LIN,0,0.0
92,MY,DIA-NB,0,0.0
92,ID,PAD-REG,0,0.0
92,ID,PAD-NGT,1,0.15
92,ID,PAD-LIN,0,0.0
92,ID,DIA-NB,0,0.0
93,SG,PAD-REG,0,0.0
93,SG,PAD-NGT,0,0.0
93,SG,PAD-LIN,0,0.0
93,SG,DIA-NB,0,0.0
93,MY,PAD-REG,0,0.0
93,MY,PAD-NGT,0,0.0
93,MY,PAD-LIN,0,0.0
93,MY,DIA-NB,0,0.0
93,ID,PAD-REG,0,0.0
93,ID,PAD-NGT,0,0.0
93,ID,PAD-LIN,0,0.0
93,ID,DIA-NB,0,0.0
94,SG,PAD-REG,0,0.0
94,SG,PAD-NGT,0,0.0
94,SG,PAD-LIN,0,0.0
94,SG,DIA-NB,0,0.0
94,MY,PAD-REG,1,0.2
94,MY,PAD-NGT,0,0.0
94,MY,PAD-LIN,0,0.0
94,MY,DIA-NB,0,0.0
94,ID,PAD-REG,0,0.0
94,ID,PAD-NGT,0,0.0
94,ID,PAD-LIN,0,0.0
94,ID,DIA-NB,0,0.0
95,SG,PAD-REG,0,0.0
95,SG,PAD-NGT,0,0.0
95,SG,PAD-LIN,0,0.0
95,SG,DIA-NB,0,0.0
95,MY,PAD-REG,0,0.0
95,MY,PAD-NGT,0,0.0
95,MY,PAD-LIN,0,0.0
95,MY,DIA-NB,0,0.0
95,ID,PAD-REG,0,0.0
95,ID,PAD-NGT,0,0.0
95,ID,PAD-LIN,0,0.0
95,ID,DIA-NB,0,0.0
96,SG,PAD-REG,0,0.0
96,SG,PAD-NGT,0,0.0
96,SG,PAD-LIN,0,0.0
96,SG,DIA-NB,0,0.0
96,MY,PAD-REG,0,0.0
96,MY,PAD-NGT,0,0.0
96,MY,PAD-LIN,0,0.0
96,MY,DIA-NB,0,0.0
96,ID,PAD-REG,0,0.0
96,ID,PAD-NGT,0,0.0
96,ID,PAD-LIN,0,0.0
96,ID,DIA-NB,0,0.0
97,SG,PAD-REG,0,0.0
97,SG,PAD-NGT,0,0.0
97,SG,PAD-LIN,0,0.0
97,SG,DIA-NB,0,0.0
97,MY,PAD-REG,0,0.0
97,MY,PAD-NGT,0,0.0
97,MY,PAD-LIN,0,0.0
97,MY,DIA-NB,0,0.0
97,ID,PAD-REG,1,0.15
97,ID,PAD-NGT,0,0.0
97,ID,PAD-LIN,0,0.0
97,ID,DIA-NB,0,0.0
98,SG,PAD-REG,0,0.0
98,SG,PAD-NGT,0,0.0
98,SG,PAD-LIN,0,0.0
98,SG,DIA-NB,0,0.0
98,MY,PAD-REG,0,0.0
98,MY,PAD-NGT,0,0.0
98,MY,PAD-LIN,0,0.0
98,MY,DIA-NB,0,0.0
98,ID,PAD-REG,0,0.0
98,ID,PAD-NGT,1,0.15
98,ID,PAD-LIN,0,0.0
98,ID,DIA-NB,0,0.0
99,SG,PAD-REG,0,0.0
99,SG,PAD-NGT,0,0.0
99,SG,PAD-LIN,0,0.0
99,SG,DIA-NB,1,0.3
99,MY,PAD-REG,0,0.0
99,MY,PAD-NGT,0,0.0
99,MY,PAD-LIN,0,0.0
99,MY,DIA-NB,0,0.0
99,ID,PAD-REG,0,0.0
99,ID,PAD-NGT,0,0.0
99,ID,PAD-LIN,0,0.0
99,ID,DIA-NB,0,0.0
100,SG,PAD-REG,0,0.0
100,SG,PAD-NGT,1,0.3
100,SG,PAD-LIN,0,0.0
100,SG,DIA-NB,0,0.0
100,MY,PAD-REG,0,0.0
100,MY,PAD-NGT,0,0.0
100,MY,PAD-LIN,0,0.0
100,MY,DIA-NB,0,0.0
100,ID,PAD-REG,0,0.0
100,ID,PAD-NGT,0,0.0
100,ID,PAD-LIN,0,0.0
100,ID,DIA-NB,0,0.0
101,SG,PAD-REG,0,0.0
101,SG,PAD-NGT,0,0.0
101,SG,PAD-LIN,0,0.0
101,SG,DIA-NB,0,0.0
101,MY,PAD-REG,0,0.0
101,MY,PAD-NGT,0,0.0
101,MY,PAD-LIN,0,0.0
101,MY,DIA-NB,0,0.0
101,ID,PAD-REG,0,0.0
101,ID,PAD-NGT,0,0.0
101,ID,PAD-LIN,0,0.0
101,ID,DIA-NB,0,0.0
102,SG,PAD-REG,0,0.0
102,SG,PAD-NGT,0,0.0
102,SG,PAD-LIN,0,0.0
102,SG,DIA-NB,0,0.0
102,MY,PAD-REG,0,0.0
102,MY,PAD-NGT,0,0.0
102,MY,PAD-LIN,0,0.0
102,MY,DIA-NB,0,0.0
102,ID,PAD-REG,0,0.0
102,ID,PAD-NGT,0,0.0
102,ID,PAD-LIN,0,0.0
102,ID,DIA-NB,0,0.0
103,SG,PAD-REG,0,0.0
103,SG,PAD-NGT,0,0.0
103,SG,PAD-LIN,0,0.0
103,SG,DIA-NB,0,0.0
103,MY,PAD-REG,0,0.0
103,MY,PAD-NGT,0,0.0
103,MY,PAD-LIN,0,0.0
103,MY,DIA-NB,0,0.0
103,ID,PAD-REG,0,0.0
103,ID,PAD-NGT,0,0.0
103,ID,PAD-LIN,0,0.0
103,ID,DIA-NB,0,0.0
104,SG,PAD-REG,0,0.0
104,SG,PAD-NGT,0,0.0
104,SG,PAD-LIN,0,0.0
104,SG,DIA-NB,0,0.0
104,MY,PAD-REG,0,0.0
104,MY,PAD-NGT,0,0.0
104,MY,PAD-LIN,0,0.0
104,MY,DIA-NB,0,0.0
104,ID,PAD-REG,0,0.0
104,ID,PAD-NGT,0,0.0
104,ID,PAD-LIN,0,0.0
104,ID,DIA-NB,0,0.0
105,SG,PAD-REG,0,0.0
105,SG,PAD-NGT,0,0.0
105,SG,PAD-LIN,0,0.0
105,SG,DIA-NB,0,0.0
105,MY,PAD-REG,0,0.0
105,MY,PAD-NGT,0,0.0
105,MY,PAD-LIN,0,0.0
105,MY,DIA-NB,0,0.0
105,ID,PAD-REG,0,0.0
105,ID,PAD-NGT,0,0.0
105,ID,PAD-LIN,0,0.0
105,ID,DIA-NB,0,0.0
106,SG,PAD-REG,1,0.15
106,SG,PAD-NGT,1,0.3
106,SG,PAD-LIN,1,0.3
106,SG,DIA-NB,1,0.15
106,MY,PAD-REG,1,0.15
106,MY,PAD-NGT,1,0.1
106,MY,PAD-LIN,1,0.15
106,MY,DIA-NB,1,0.2
106,ID,PAD-REG,1,0.3
106,ID,PAD-NGT,1,0.1
106,ID,PAD-LIN,1,0.3
106,ID,DIA-NB,1,0.1
107,SG,PAD-REG,0,0.0
107,SG,PAD-NGT,0,0.0
107,SG,PAD-LIN,0,0.0
107,SG,DIA-NB,0,0.0
107,MY,PAD-REG,0,0.0
107,MY,PAD-NGT,0,0.0
107,MY,PAD-LIN,0,0.0
107,MY,DIA-NB,0,0.0
107,ID,PAD-REG,0,0.0
107,ID,PAD-NGT,0,0.0
107,ID,PAD-LIN,0,0.0
107,ID,DIA-NB,0,0.0
108,SG,PAD-REG,0,0.0
108,SG,PAD-NGT,0,0.0
108,SG,PAD-LIN,0,0.0
108,SG,DIA-NB,0,0.0
108,MY,PAD-REG,0,0.0
108,MY,PAD-NGT,0,0.0
108,MY,PAD-LIN,0,0.0
108,MY,DIA-NB,0,0.0
108,ID,PAD-REG,0,0.0
108,ID,PAD-NGT,1,0.3
108,ID,PAD-LIN,0,0.0
108,ID,DIA-NB,0,0.0
109,SG,PAD-REG,0,0.0
109,SG,PAD-NGT,0,0.0
109,SG,PAD-LIN,0,0.0
109,SG,DIA-NB,0,0.0
109,MY,PAD-REG,0,0.0
109,MY,PAD-NGT,0,0.0
109,MY,PAD-LIN,0,0.0
109,MY,DIA-NB,0,0.0
109,ID,PAD-REG,0,0.0
109,ID,PAD-NGT,0,0.0
109,ID,PAD-LIN,0,0.0
109,ID,DIA-NB,0,0.0
110,SG,PAD-REG,1,0.3
110,SG,PAD-NGT,1,0.1
110,SG,PAD-LIN,1,0.1
110,SG,DIA-NB,1,0.2
110,MY,PAD-REG,1,0.1
110,MY,PAD-NGT,1,0.15
110,MY,PAD-LIN,1,0.3
110,MY,DIA-NB,1,0.3
110,ID,PAD-REG,1,0.1
110,ID,PAD-NGT,1,0.3
110,ID,PAD-LIN,1,0.2
110,ID,DIA-NB,1,0.2
111,SG,PAD-REG,1,0.2
111,SG,PAD-NGT,1,0.1
111,SG,PAD-LIN,1,0.3
111,SG,DIA-NB,1,0.2
111,MY,PAD-REG,1,0.1
111,MY,PAD-NGT,1,0.3
111,MY,PAD-LIN,1,0.3
111,MY,DIA-NB,1,0.2
111,ID,PAD-REG,1,0.1
111,ID,PAD-NGT,1,0.1
111,ID,PAD-LIN,1,0.1
111,ID,DIA-NB,1,0.3
112,SG,PAD-REG,0,0.0
112,SG,PAD-NGT,0,0.0
112,SG,PAD-LIN,0,0.0
112,SG,DIA-NB,0,0.0
112,MY,PAD-REG,0,0.0
112,MY,PAD-NGT,0,0.0
112,MY,PAD-LIN,0,0.0
112,MY,DIA-NB,1,0.2
112,ID,PAD-REG,0,0.0
112,ID,PAD-NGT,0,0.0
112,ID,PAD-LIN,0,0.0
112,ID,DIA-NB,0,0.0
113,SG,PAD-REG,0,0.0
113,SG,PAD-NGT,0,0.0
113,SG,PAD-LIN,1,0.3
113,SG,DIA-NB,0,0.0
113,MY,PAD-REG,0,0.0
113,MY,PAD-NGT,0,0.0
113,MY,PAD-LIN,0,0.0
113,MY,DIA-NB,0,0.0
113,ID,PAD-REG,0,0.0
113,ID,PAD-NGT,0,0.0
113,ID,PAD-LIN,0,0.0
113,ID,DIA-NB,0,0.0
114,SG,PAD-REG,0,0.0
114,SG,PAD-NGT,0,0.0
114,SG,PAD-LIN,0,0.0
114,SG,DIA-NB,0,0.0
114,MY,PAD-REG,1,0.1
114,MY,PAD-NGT,0,0.0
114,MY,PAD-LIN,0,0.0
114,MY,DIA-NB,0,0.0
114,ID,PAD-REG,0,0.0
114,ID,PAD-NGT,0,0.0
114,ID,PAD-LIN,0,0.0
114,ID,DIA-NB,0,0.0
115,SG,PAD-REG,1,0.3
115,SG,PAD-NGT,1,0.2
115,SG,PAD-LIN,1,0.15
115,SG,DIA-NB,1,0.15
115,MY,PAD-REG,1,0.1
115,MY,PAD-NGT,1,0.1
115,MY,PAD-LIN,1,0.15
115,MY,DIA-NB,1,0.3
115,ID,PAD-REG,1,0.2
115,ID,PAD-NGT,1,0.15
115,ID,PAD-LIN,1,0.3
115,ID,DIA-NB,1,0.15
116,SG,PAD-REG,0,0.0
116,SG,PAD-NGT,0,0.0
116,SG,PAD-LIN,0,0.0
116,SG,DIA-NB,0,0.0
116,MY,PAD-REG,0,0.0
116,MY,PAD-NGT,0,0.0
116,MY,PAD-LIN,0,0.0
116,MY,DIA-NB,0,0.0
116,ID,PAD-REG,0,0.0
116,ID,PAD-NGT,0,0.0
116,ID,PAD-LIN,0,0.0
116,ID,DIA-NB,0,0.0
117,SG,PAD-REG,0,0.0
117,SG,PAD-NGT,0,0.0
117,SG,PAD-LIN,0,0.0
117,SG,DIA-NB,0,0.0
117,MY,PAD-REG,0,0.0
117,MY,PAD-NGT,0,0.0
117,MY,PAD-LIN,0,0.0
117,MY,DIA-NB,0,0.0
117,ID,PAD-REG,0,0.0
117,ID,PAD-NGT,1,0.1
117,ID,PAD-LIN,0,0.0
117,ID,DIA-NB,0,0.0
118,SG,PAD-REG,0,0.0
118,SG,PAD-NGT,0,0.0
118,SG,PAD-LIN,0,0.0
118,SG,DIA-NB,0,0.0
118,MY,PAD-REG,0,0.0
118,MY,PAD-NGT,0,0.0
118,MY,PAD-LIN,0,0.0
118,MY,DIA-NB,0,0.0
118,ID,PAD-REG,0,0.0
118,ID,PAD-NGT,1,0.3
118,ID,PAD-LIN,0,0.0
118,ID,DIA-NB,0,0.0
119,SG,PAD-REG,1,0.3
119,SG,PAD-NGT,1,0.3
119,SG,PAD-LIN,1,0.15
119,SG,DIA-NB,1,0.3
119,MY,PAD-REG,1,0.2
119,MY,PAD-NGT,1,0.15
119,MY,PAD-LIN,1,0.2
119,MY,DIA-NB,1,0.3
119,ID,PAD-REG,1,0.1
119,ID,PAD-NGT,1,0.1
119,ID,PAD-LIN,1,0.3
119,ID,DIA-NB,1,0.2
120,SG,PAD-REG,0,0.0
120,SG,PAD-NGT,0,0.0
120,SG,PAD-LIN,0,0.0
120,SG,DIA-NB,0,0.0
120,MY,PAD-REG,0,0.0
120,MY,PAD-NGT,0,0.0
120,MY,PAD-LIN,0,0.0
120,MY,DIA-NB,0,0.0
120,ID,PAD-REG,0,0.0
120,ID,PAD-NGT,0,0.0
120,ID,PAD-LIN,0,0.0
120,ID,DIA-NB,0,0.0
121,SG,PAD-REG,1,0.1
121,SG,PAD-NGT,0,0.0
121,SG,PAD-LIN,0,0.0
121,SG,DIA-NB,0,0.0
121,MY,PAD-REG,0,0.0
121,MY,PAD-NGT,0,0.0
121,MY,PAD-LIN,0,0.0
121,MY,DIA-NB,0,0.0
121,ID,PAD-REG,0,0.0
121,ID,PAD-NGT,0,0.0
121,ID,PAD-LIN,0,0.0
121,ID,DIA-NB,0,0.0
122,SG,PAD-REG,1,0.1
122,SG,PAD-NGT,0,0.0
122,SG,PAD-LIN,0,0.0
122,SG,DIA-NB,0,0.0
122,MY,PAD-REG,0,0.0
122,MY,PAD-NGT,0,0.0
122,MY,PAD-LIN,0,0.0
122,MY,DIA-NB,0,0.0
122,ID,PAD-REG,0,0.0
122,ID,PAD-NGT,1,0.1
122,ID,PAD-LIN,0,0.0
122,ID,DIA-NB,0,0.0
123,SG,PAD-REG,0,0.0
123,SG,PAD-NGT,1,0.15
123,SG,PAD-LIN,1,0.1
123,SG,DIA-NB,0,0.0
123,MY,PAD-REG,0,0.0
123,MY,PAD-NGT,0,0.0
123,MY,PAD-LIN,0,0.0
123,MY,DIA-NB,0,0.0
123,ID,PAD-REG,0,0.0
123,ID,PAD-NGT,0,0.0
123,ID,PAD-LIN,0,0.0
123,ID,DIA-NB,0,0.0
124,SG,PAD-REG,0,0.0
124,SG,PAD-NGT,0,0.0
124,SG,PAD-LIN,0,0.0
124,SG,DIA-NB,0,0.0
124,MY,PAD-REG,0,0.0
124,MY,PAD-NGT,0,0.0
124,MY,PAD-LIN,0,0.0
124,MY,DIA-NB,0,0.0
124,ID,PAD-REG,0,0.0
124,ID,PAD-NGT,0,0.0
124,ID,PAD-LIN,0,0.0
124,ID,DIA-NB,0,0.0
125,SG,PAD-REG,0,0.0
125,SG,PAD-NGT,0,0.0
125,SG,PAD-LIN,0,0.0
125,SG,DIA-NB,0,0.0
125,MY,PAD-REG,0,0.0
125,MY,PAD-NGT,0,0.0
125,MY,PAD-LIN,0,0.0
125,MY,DIA-NB,0,0.0
125,ID,PAD-REG,0,0.0
